age,ast_per_poss,blk_per_poss,def_rtg,drb_per_poss,fg2_pct,fg2_per_poss,fg2a_per_poss,fg3_pct,fg3_per_poss,fg3a_per_poss,fg_pct,fg_per_poss,fga_per_poss,ft_pct,ft_per_poss,fta_per_poss,g,gs,lg_id,mp,name,off_rtg,orb_per_poss,pf_per_poss,pid,pos,pts_per_poss,season,stl_per_poss,team_id,tov_per_poss,trb_per_poss
23,2.7,1.6,109,8.9,.477,8.0,16.8,.100,0.0,0.2,.472,8.0,17.0,.715,4.3,6.0,75,58,NBA,2357,Jason Thompson,106,4.9,6.0,1397,C,20.3,2009-10,0.9,SAC,3.0,13.8
24,2.5,1.3,109,8.9,.510,7.8,15.3,.000,0.0,0.1,.507,7.8,15.4,.605,3.5,5.8,75,39,NBA,1748,Jason Thompson,106,4.2,6.1,1397,PF,19.1,2010-11,0.8,SAC,2.9,13.1
25,2.4,1.3,109,8.5,.537,7.3,13.5,.000,0.0,0.1,.535,7.3,13.6,.602,3.3,5.5,64,47,NBA,1657,Jason Thompson,115,5.1,4.6,1397,PF,17.8,2011-12,1.3,SAC,2.1,13.6
26,1.9,1.4,111,8.5,.504,8.4,16.6,.000,0.0,0.1,.502,8.4,16.7,.694,3.2,4.6,82,81,NBA,2285,Jason Thompson,108,3.9,5.1,1397,PF,20.0,2012-13,1.1,SAC,2.3,12.3
27,1.3,1.4,108,9.5,.506,6.4,12.6,,0.0,0.0,.506,6.4,12.6,.579,2.1,3.7,82,61,NBA,2007,Jason Thompson,103,3.9,6.4,1397,PF,14.9,2013-14,0.8,SAC,2.4,13.4
28,2.1,1.4,108,9.9,.471,5.1,10.8,.000,0.0,0.0,.470,5.1,10.8,.622,2.3,3.6,81,63,NBA,1991,Jason Thompson,103,3.5,6.0,1397,PF,12.4,2014-15,0.8,SAC,2.1,13.4
29,3.1,2.1,102,10.9,.505,5.0,9.9,.333,0.5,1.6,.481,5.6,11.5,.704,4.1,5.8,47,7,NBA,471,Jason Thompson,119,3.4,8.6,1397,C,15.7,2015-16,1.3,TOT,1.6,14.3
29,5.1,2.2,101,11.9,.476,5.4,11.3,,0.0,0.0,.476,5.4,11.3,.625,5.4,8.6,28,1,NBA,179,Jason Thompson,116,2.7,10.8,1397,C,16.2,2015-16,1.1,GSW,1.9,14.6
29,1.8,2.1,103,10.3,.529,4.8,9.0,.333,0.9,2.7,.485,5.7,11.7,.818,3.2,3.9,19,6,NBA,292,Jason Thompson,121,3.9,7.1,1397,C,15.4,2015-16,1.4,TOR,1.4,14.2
26,7.0,0.4,109,3.2,.490,9.3,19.0,.185,0.2,1.0,.475,9.5,20.0,.790,7.2,9.2,78,,ABA,2732,George Thompson,112,1.6,4.1,1395,SG,26.4,1973-74,2.1,MMT,3.7,4.8
27,5.3,0.1,101,3.1,.443,7.3,16.4,,,,.443,7.3,16.4,.785,4.0,5.1,73,,NBA,1983,George Thompson,,1.2,4.8,1395,SG,18.5,1974-75,1.6,MIL,,4.3
22,1.2,1.2,100,8.2,.500,8.2,16.3,.364,4.7,12.8,.440,12.8,29.1,1.000,2.3,2.3,10,0,NBA,43,Dijon Thompson,105,4.7,7.0,1394,SG,32.6,2005-06,3.5,PHO,2.3,12.8
23,2.1,0.0,114,5.3,.462,6.4,13.9,.000,0.0,2.1,.400,6.4,16.0,.833,5.3,6.4,6,0,NBA,50,Dijon Thompson,110,3.2,2.1,1394,SF,18.1,2006-07,0.0,ATL,1.1,8.5
22,3.1,0.6,109,7.1,.314,3.9,12.3,,0.0,0.0,.314,3.9,12.3,.783,3.2,4.1,44,2,NBA,520,Corny Thompson,89,3.7,8.3,1392,PF,11.0,1982-83,1.1,DAL,2.8,10.8
21,4.3,1.4,105,4.1,.519,11.2,21.5,.158,0.0,0.3,.515,11.2,21.8,.794,7.5,9.5,83,,ABA,3101,David Thompson,116,3.2,3.9,1393,SF,30.0,1975-76,1.9,DNA,3.5,7.3
22,4.8,0.8,99,2.8,.507,11.8,23.4,,,,.507,11.8,23.4,.766,6.9,9.0,82,,NBA,3001,David Thompson,,2.0,3.4,1393,SG,30.6,1976-77,1.6,DEN,,4.8
23,5.3,1.4,104,3.4,.521,12.1,23.2,,,,.521,12.1,23.2,.778,7.6,9.8,80,,NBA,3025,David Thompson,114,2.3,3.1,1393,SG,31.8,1977-78,1.3,DEN,3.6,5.7
24,3.8,1.4,106,2.8,.512,11.8,23.0,,,,.512,11.8,23.0,.753,7.5,9.9,76,,NBA,2670,David Thompson,114,1.9,3.1,1393,SG,31.0,1978-79,1.2,DEN,3.2,4.7
25,4.6,1.4,109,4.4,.472,10.5,22.3,.368,0.3,0.7,.468,10.8,23.0,.758,9.5,12.5,39,,NBA,1239,David Thompson,108,2.1,4.0,1393,SG,31.3,1979-80,1.5,DEN,4.3,6.5
26,3.9,1.0,113,3.0,.513,12.1,23.6,.256,0.2,0.7,.506,12.2,24.2,.795,8.2,10.3,77,,NBA,2620,David Thompson,111,1.8,3.9,1393,SG,32.8,1980-81,0.9,DEN,4.2,4.8
27,4.1,1.0,116,3.2,.490,10.8,22.1,.286,0.1,0.5,.486,11.0,22.6,.814,9.7,11.9,61,5,NBA,1246,David Thompson,108,2.0,5.2,1393,SG,31.8,1981-82,1.2,DEN,5.0,5.2
28,4.8,0.7,106,3.8,.484,9.6,19.8,.200,0.0,0.2,.481,9.6,20.0,.784,6.4,8.2,75,64,NBA,2155,David Thompson,108,2.1,3.1,1393,SG,25.7,1982-83,1.0,SEA,3.5,5.8
29,1.8,1.8,109,3.6,.543,12.3,22.6,.000,0.0,0.1,.539,12.3,22.8,.849,8.6,10.1,19,0,NBA,349,David Thompson,114,2.5,4.1,1393,SG,33.1,1983-84,1.4,SEA,3.7,6.1
24,8.8,0.4,110,3.3,.482,5.5,11.5,.310,3.7,11.9,.395,9.2,23.4,.667,1.6,2.5,38,2,NBA,246,Brooks Thompson,97,1.4,9.4,1391,PG,23.8,1994-95,2.1,ORL,5.5,4.7
25,6.6,0.0,108,4.3,.590,4.9,8.3,.391,5.3,13.6,.466,10.2,21.9,.704,4.0,5.7,33,0,NBA,246,Brooks Thompson,109,0.9,7.4,1391,PG,29.8,1995-96,2.6,ORL,5.1,5.1
26,8.9,0.1,111,3.8,.401,3.2,8.0,.398,4.8,12.0,.399,8.0,20.0,.632,1.2,1.9,67,6,NBA,1055,Brooks Thompson,103,0.9,6.2,1391,PG,21.9,1996-97,2.7,TOT,4.3,4.7
26,6.7,0.0,114,0.0,.000,0.0,6.7,,0.0,0.0,.000,0.0,6.7,,0.0,0.0,2,0,NBA,8,Brooks Thompson,27,0.0,6.7,1391,PG,0.0,1996-97,0.0,UTA,6.7,0.0
26,8.9,0.1,111,3.9,.404,3.2,8.0,.398,4.8,12.1,.400,8.0,20.1,.632,1.2,1.9,65,6,NBA,1047,Brooks Thompson,103,0.9,6.2,1391,PG,22.1,1996-97,2.7,DEN,4.3,4.8
27,8.7,0.3,100,4.5,.538,4.5,8.4,.300,2.9,9.7,.411,7.4,18.1,.500,1.3,2.6,30,0,NBA,167,Brooks Thompson,92,0.3,7.1,1391,PG,19.0,1997-98,3.2,TOT,5.2,4.8
27,3.4,0.0,99,4.6,.455,5.7,12.6,.313,5.7,18.3,.370,11.4,30.8,.333,1.1,3.4,13,0,NBA,46,Brooks Thompson,83,1.1,6.8,1391,PG,29.7,1997-98,4.6,PHO,5.7,5.7
27,10.8,0.4,100,4.5,.600,4.0,6.7,.286,1.8,6.3,.448,5.8,13.0,.600,1.3,2.2,17,0,NBA,121,Brooks Thompson,97,0.0,7.2,1391,PG,14.8,1997-98,2.7,NYK,4.9,4.5
23,3.7,1.9,107,6.3,.546,8.8,16.1,.000,0.0,0.1,.544,8.8,16.2,.649,3.0,4.6,59,0,NBA,762,Billy Thompson,108,4.3,9.2,1390,SF,20.6,1986-87,0.9,LAL,3.8,10.6
24,1.3,0.0,107,8.9,.231,3.8,16.6,,0.0,0.0,.231,3.8,16.6,.800,10.2,12.7,9,0,NBA,38,Billy Thompson,73,2.5,14.0,1390,SF,17.8,1987-88,1.3,LAL,7.6,11.5
25,3.8,2.2,108,7.1,.490,7.4,15.2,.000,0.0,0.1,.487,7.4,15.3,.696,3.3,4.8,79,58,NBA,2273,Billy Thompson,101,5.1,5.5,1390,SF,18.2,1988-89,1.2,MIA,4.0,12.2
26,3.7,2.0,108,6.9,.516,8.3,16.0,.500,0.0,0.1,.516,8.3,16.1,.622,2.6,4.1,79,45,NBA,2142,Billy Thompson,105,5.3,5.3,1390,SF,19.2,1989-90,1.2,MIA,3.5,12.2
27,3.6,1.6,109,6.3,.504,6.7,13.3,.000,0.0,0.1,.499,6.7,13.4,.718,2.9,4.0,73,46,NBA,1481,Billy Thompson,101,3.9,5.3,1390,SF,16.3,1990-91,1.0,MIA,3.8,10.2
28,0.0,0.0,119,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1,Billy Thompson,,0.0,0.0,1390,SF,0.0,1991-92,0.0,GSW,0.0,0.0
21,1.4,1.4,105,9.0,.417,9.0,21.7,.308,1.8,5.9,.393,10.9,27.6,.714,2.3,3.2,24,0,NBA,119,Trey Thompkins,90,1.8,4.5,1388,C,25.8,2011-12,1.4,LAC,2.7,10.9
22,4.5,0.9,107,3.4,.387,6.8,17.7,.000,0.0,0.7,.373,6.8,18.4,.765,3.4,4.4,59,0,NBA,535,Bernard Thompson,94,3.2,6.8,1389,SF,17.1,1984-85,2.7,POR,3.0,6.6
23,4.7,0.4,109,3.0,.491,7.0,14.2,.000,0.0,0.1,.489,7.0,14.3,.809,4.5,5.6,61,20,NBA,1281,Bernard Thompson,107,2.1,5.4,1389,SG,18.5,1985-86,1.8,PHO,3.2,5.0
24,2.6,0.7,113,1.6,.412,6.0,14.5,.000,0.0,0.4,.400,6.0,14.9,.818,3.8,4.7,24,2,NBA,331,Bernard Thompson,99,2.8,7.5,1389,SF,15.8,1986-87,1.6,PHO,2.3,4.4
25,4.3,0.1,114,3.0,.471,6.2,13.2,.000,0.0,0.2,.465,6.2,13.3,.717,3.6,5.0,37,7,NBA,566,Bernard Thompson,112,3.4,6.3,1389,SF,16.0,1987-88,1.8,PHO,1.8,6.4
26,2.8,0.2,105,4.0,.351,4.2,12.1,.000,0.0,0.4,.339,4.2,12.5,.846,4.7,5.5,23,0,NBA,222,Bernard Thompson,85,1.9,7.0,1389,PF,13.2,1988-89,2.8,HOU,4.0,5.9
20,2.1,4.0,93,9.6,.479,7.1,14.9,.000,0.0,0.1,.475,7.1,15.0,.606,5.6,9.3,72,4,NBA,966,Tyrus Thomas,95,4.7,8.6,1386,PF,19.8,2006-07,2.4,CHI,5.0,14.3
21,3.5,2.8,103,9.3,.426,7.2,16.8,.167,0.0,0.2,.423,7.2,17.1,.741,5.0,6.7,74,27,NBA,1330,Tyrus Thomas,101,4.0,6.6,1386,PF,19.5,2007-08,1.9,CHI,3.0,13.3
22,1.8,3.6,104,8.5,.453,7.2,16.0,.333,0.1,0.2,.451,7.3,16.2,.783,5.6,7.2,79,61,NBA,2175,Tyrus Thomas,104,3.5,5.2,1386,PF,20.3,2008-09,2.2,CHI,3.1,12.0
23,2.4,3.6,96,10.9,.465,8.3,17.9,.000,0.0,0.1,.462,8.3,18.0,.686,5.1,7.5,54,3,NBA,1220,Tyrus Thomas,97,3.5,5.5,1386,PF-C,21.8,2009-10,2.7,TOT,3.9,14.3
23,2.5,3.7,97,10.7,.485,7.5,15.5,.000,0.0,0.1,.483,7.5,15.6,.644,4.4,6.8,29,3,NBA,678,Tyrus Thomas,97,3.2,4.9,1386,PF,19.5,2009-10,3.0,CHI,4.0,13.9
23,2.3,3.6,96,11.1,.446,9.3,20.9,.000,0.0,0.2,.442,9.3,21.1,.729,6.1,8.3,25,0,NBA,542,Tyrus Thomas,98,3.8,6.4,1386,C,24.7,2009-10,2.3,CHA,3.9,14.9
24,1.8,4.1,102,9.9,.476,9.7,20.4,.000,0.0,0.2,.471,9.7,20.6,.787,6.7,8.5,41,2,NBA,861,Tyrus Thomas,102,4.0,7.0,1386,C,26.1,2010-11,1.9,CHA,4.0,13.9
25,1.8,3.1,106,7.9,.367,6.2,16.9,.333,0.1,0.2,.367,6.2,17.0,.759,3.3,4.3,54,30,NBA,1013,Tyrus Thomas,84,2.5,7.5,1386,PF,15.8,2011-12,1.9,CHA,2.8,10.4
26,2.8,2.2,110,6.4,.352,6.6,18.7,.375,0.4,1.2,.353,7.0,19.8,.839,3.8,4.5,26,2,NBA,360,Tyrus Thomas,88,2.3,7.4,1386,PF,18.2,2012-13,2.0,CHA,2.5,8.7
28,7.5,0.0,112,0.0,1.000,7.5,7.5,,0.0,0.0,1.000,7.5,7.5,1.000,14.9,14.9,2,0,NBA,7,Tyrus Thomas,224,0.0,0.0,1386,PF,29.8,2014-15,0.0,MEM,0.0,0.0
20,2.7,0.5,107,5.4,.476,7.3,15.3,.363,1.8,5.1,.447,9.1,20.4,.740,5.1,6.9,77,48,NBA,1779,Tim Thomas,105,3.2,5.5,1385,SF,25.2,1997-98,1.6,PHI,3.5,8.6
21,3.1,0.8,104,5.2,.526,7.5,14.3,.309,1.4,4.6,.473,8.9,18.9,.652,4.9,7.6,50,26,NBA,812,Tim Thomas,108,3.3,7.2,1385,SF,24.2,1998-99,1.8,TOT,3.1,8.5
21,4.3,0.9,100,7.5,.458,6.3,13.8,.263,1.4,5.5,.403,7.8,19.3,.792,5.5,6.9,17,0,NBA,188,Tim Thomas,99,2.0,6.1,1385,SF,22.5,1998-99,0.9,PHI,4.3,9.5
21,2.7,0.8,104,4.5,.546,7.9,14.4,.327,1.4,4.3,.495,9.3,18.7,.614,4.8,7.8,33,26,NBA,624,Tim Thomas,111,3.7,7.6,1385,SF,24.8,1998-99,2.0,MIL,2.7,8.2
22,2.8,0.8,109,5.7,.497,7.0,14.1,.346,1.6,4.5,.461,8.6,18.6,.774,4.6,6.0,80,1,NBA,2093,Tim Thomas,107,2.5,5.6,1385,SF,23.4,1999-00,1.5,MIL,3.2,8.2
23,3.4,1.1,105,5.8,.440,5.5,12.4,.412,2.7,6.5,.430,8.1,18.9,.771,4.9,6.3,76,16,NBA,2086,Tim Thomas,109,2.0,4.8,1385,PF,23.8,2000-01,1.9,MIL,2.8,7.8
24,2.8,0.9,107,6.3,.478,5.9,12.4,.326,2.5,7.8,.420,8.5,20.2,.793,3.8,4.8,74,22,NBA,1987,Tim Thomas,99,1.7,5.4,1385,SF,23.3,2001-02,1.7,MIL,3.4,8.0
25,2.3,1.1,108,6.6,.474,7.1,15.0,.366,2.2,6.0,.443,9.3,20.9,.780,3.3,4.2,80,70,NBA,2358,Tim Thomas,101,2.2,5.8,1385,SF,24.0,2002-03,1.6,MIL,3.0,8.8
26,3.1,0.5,105,6.5,.468,7.3,15.7,.376,1.8,4.9,.446,9.2,20.6,.784,4.3,5.5,66,65,NBA,2089,Tim Thomas,104,1.6,5.0,1385,SF,24.5,2003-04,1.6,TOT,2.9,8.1
26,3.5,0.6,106,6.5,.471,7.0,14.8,.362,1.8,5.1,.443,8.8,19.9,.762,3.6,4.8,42,42,NBA,1343,Tim Thomas,102,1.5,5.0,1385,SF,23.1,2003-04,1.6,MIL,2.8,8.0
26,2.4,0.4,104,6.4,.464,8.0,17.2,.406,1.9,4.6,.452,9.8,21.8,.813,5.6,6.9,24,23,NBA,746,Tim Thomas,106,1.9,5.0,1385,SF,27.2,2003-04,1.7,NYK,3.1,8.3
27,3.0,0.5,111,5.2,.451,6.3,13.9,.409,2.3,5.7,.439,8.6,19.6,.786,3.7,4.7,71,68,NBA,1940,Tim Thomas,103,1.2,6.1,1385,SF,23.2,2004-05,1.1,NYK,3.1,6.5
28,1.5,0.5,106,8.2,.444,5.0,11.4,.414,3.5,8.4,.431,8.5,19.7,.667,2.1,3.2,29,10,NBA,666,Tim Thomas,100,1.7,5.9,1385,PF-SF,22.6,2005-06,1.2,TOT,2.5,9.9
28,3.2,1.6,106,6.5,.500,8.1,16.1,.167,1.6,9.7,.375,9.7,25.8,,0.0,0.0,3,0,NBA,32,Tim Thomas,85,0.0,1.6,1385,SF,21.0,2005-06,0.0,CHI,1.6,6.5
28,1.4,0.5,106,8.3,.440,4.9,11.1,.429,3.6,8.3,.435,8.5,19.4,.667,2.2,3.3,26,10,NBA,634,Tim Thomas,100,1.7,6.1,1385,PF,22.7,2005-06,1.3,PHO,2.5,10.0
29,4.4,0.7,106,8.1,.444,4.2,9.4,.382,3.5,9.2,.414,7.7,18.6,.708,2.6,3.7,76,24,NBA,2054,Tim Thomas,105,1.6,5.9,1385,PF,21.5,2006-07,1.4,LAC,2.7,9.7
30,4.6,0.8,110,7.0,.479,5.6,11.7,.306,2.2,7.3,.413,7.8,18.9,.752,3.1,4.1,63,51,NBA,1940,Tim Thomas,100,1.7,5.2,1385,PF,21.0,2007-08,1.1,LAC,2.6,8.7
31,2.8,0.4,111,6.4,.446,4.5,10.1,.413,3.2,7.6,.432,7.6,17.7,.736,3.6,4.9,64,6,NBA,1247,Tim Thomas,106,1.7,5.8,1385,PF,22.1,2008-09,1.3,TOT,2.8,8.1
31,2.4,0.2,114,7.6,.400,6.6,16.6,.300,1.4,4.7,.378,8.1,21.3,.618,5.0,8.1,10,5,NBA,220,Tim Thomas,91,3.3,6.2,1385,PF,22.5,2008-09,0.7,LAC,3.3,10.9
31,3.0,0.6,111,6.0,.500,4.2,8.5,.421,3.4,8.1,.461,7.6,16.6,.806,3.5,4.3,36,1,NBA,773,Tim Thomas,111,1.3,5.8,1385,PF,22.2,2008-09,1.4,NYK,3.0,7.3
31,2.4,0.0,110,6.9,.362,3.5,9.5,.442,3.9,8.7,.400,7.3,18.3,.700,2.8,4.1,18,0,NBA,254,Tim Thomas,108,1.6,5.5,1385,PF,21.3,2008-09,1.2,CHI,2.0,8.5
32,2.5,0.4,108,5.1,.524,6.0,11.5,.372,2.9,7.8,.462,8.9,19.3,.875,3.8,4.4,18,1,NBA,285,Tim Thomas,111,2.4,5.6,1385,SF,24.6,2009-10,1.8,DAL,2.5,7.5
22,1.0,0.7,100,7.0,,,,,,,.431,9.4,21.8,.724,7.0,9.7,28,,NBA,136,Terry Thomas,,5.0,7.0,1384,PF,25.8,1975-76,1.3,DET,,12.1
23,2.9,0.3,97,8.4,.477,6.0,12.7,.143,0.0,0.3,.469,6.1,13.0,.587,1.8,3.0,71,,ABA,976,Ronald Thomas,98,5.3,7.4,1383,PF,14.0,1973-74,2.3,KEN,3.4,13.7
24,2.6,0.8,94,9.9,.451,6.4,14.3,.333,0.1,0.2,.449,6.5,14.5,.479,3.2,6.7,79,,ABA,830,Ronald Thomas,95,7.0,7.5,1383,PF,16.3,1974-75,2.9,KEN,4.0,16.9
25,2.7,0.7,99,9.1,.484,5.4,11.2,.500,0.0,0.1,.484,5.4,11.2,.585,2.2,3.8,83,,ABA,1117,Ronald Thomas,104,6.0,6.8,1383,PF,13.2,1975-76,2.5,KEN,2.9,15.1
23,1.5,1.1,101,10.1,.503,8.7,17.4,.000,0.0,0.1,.501,8.7,17.4,.663,3.8,5.7,74,42,NBA,1655,Kurt Thomas,103,3.9,8.6,1381,PF,21.2,1995-96,1.5,MIA,3.1,14.0
24,1.3,1.3,97,11.1,.375,5.7,15.1,.000,0.0,0.1,.371,5.7,15.3,.761,5.1,6.7,18,9,NBA,374,Kurt Thomas,92,4.5,9.7,1381,PF,16.4,1996-97,1.7,MIA,3.6,15.6
25,2.2,0.0,105,11.7,.378,12.4,32.9,,0.0,0.0,.378,12.4,32.9,1.000,2.2,2.2,5,0,NBA,73,Kurt Thomas,76,5.8,13.9,1381,PF,27.1,1997-98,0.7,DAL,7.3,17.5
26,2.6,0.8,95,9.5,.463,7.9,17.2,.000,0.0,0.0,.462,7.9,17.2,.611,3.1,5.0,50,44,NBA,1182,Kurt Thomas,95,3.8,7.4,1381,PF,19.0,1998-99,2.1,NYK,3.4,13.4
27,2.2,1.1,99,9.9,.506,7.3,14.5,.333,0.0,0.1,.505,7.4,14.6,.781,2.7,3.5,80,21,NBA,1971,Kurt Thomas,105,3.9,7.6,1381,PF,17.5,1999-00,1.4,NYK,2.9,13.8
28,1.6,1.8,96,8.9,.512,8.2,15.9,.333,0.0,0.1,.511,8.2,16.0,.814,4.5,5.5,77,29,NBA,2125,Kurt Thomas,111,4.5,7.5,1381,PF,20.8,2000-01,1.6,NYK,2.6,13.4
29,1.7,1.5,103,10.3,.496,8.9,18.0,.167,0.0,0.1,.494,8.9,18.1,.815,4.2,5.1,82,82,NBA,2771,Kurt Thomas,105,4.1,6.6,1381,C,22.1,2001-02,1.4,NYK,3.0,14.4
30,3.3,2.0,102,9.8,.483,10.2,21.0,.667,0.0,0.1,.483,10.2,21.1,.750,2.8,3.8,81,81,NBA,2577,Kurt Thomas,102,3.3,7.1,1381,C,23.3,2002-03,1.7,NYK,2.8,13.1
31,3.1,1.7,101,10.9,.475,8.2,17.4,.000,0.0,0.1,.473,8.2,17.4,.835,2.2,2.7,80,75,NBA,2548,Kurt Thomas,101,3.1,6.3,1381,PF,18.7,2003-04,1.2,NYK,2.8,13.9
32,3.0,1.5,105,12.3,.470,7.8,16.6,.500,0.0,0.1,.471,7.9,16.7,.786,1.2,1.6,80,80,NBA,2855,Kurt Thomas,104,3.2,5.7,1381,PF,17.0,2004-05,1.3,NYK,1.8,15.4
33,2.0,1.9,103,11.1,.486,6.7,13.9,,0.0,0.0,.486,6.7,13.9,.815,2.7,3.3,53,50,NBA,1411,Kurt Thomas,107,3.6,6.9,1381,C,16.2,2005-06,0.8,PHO,2.0,14.7
34,1.0,1.2,103,12.2,.488,5.2,10.7,.000,0.0,0.0,.486,5.2,10.8,.789,2.3,2.9,67,13,NBA,1208,Kurt Thomas,111,3.6,6.5,1381,C,12.8,2006-07,1.0,PHO,1.5,15.7
35,2.2,1.8,102,12.2,.494,6.3,12.8,.000,0.0,0.0,.492,6.3,12.8,.663,1.7,2.6,70,48,NBA,1584,Kurt Thomas,109,4.2,6.1,1381,C-PF,14.3,2007-08,1.8,TOT,1.5,16.4
35,2.5,2.0,104,12.9,.513,6.5,12.7,,0.0,0.0,.513,6.5,12.7,.696,1.8,2.6,42,39,NBA,1060,Kurt Thomas,115,4.4,6.2,1381,C,14.9,2007-08,1.6,SEA,1.3,17.3
35,1.4,1.4,98,10.5,.452,5.8,12.8,.000,0.0,0.1,.448,5.8,12.9,.583,1.4,2.5,28,9,NBA,524,Kurt Thomas,97,3.7,5.9,1381,PF,13.0,2007-08,2.2,SAS,1.9,14.2
36,2.6,2.2,101,10.5,.507,5.9,11.7,.000,0.0,0.1,.503,5.9,11.8,.822,1.4,1.7,79,10,NBA,1404,Kurt Thomas,115,5.2,6.6,1381,PF,13.3,2008-09,1.3,SAS,1.6,15.7
37,2.3,2.3,100,10.3,.476,4.9,10.4,,0.0,0.0,.476,4.9,10.4,.800,0.6,0.7,70,9,NBA,1049,Kurt Thomas,99,4.2,7.9,1381,C,10.5,2009-10,1.3,MIL,2.4,14.5
38,2.7,1.9,98,10.2,.508,4.2,8.3,1.000,0.0,0.0,.511,4.3,8.4,.625,0.9,1.4,52,37,NBA,1178,Kurt Thomas,108,3.4,7.4,1381,PF,9.5,2010-11,1.4,CHI,1.9,13.6
39,3.0,2.0,104,9.8,.465,4.8,10.3,,0.0,0.0,.465,4.8,10.3,.700,0.9,1.3,53,3,NBA,803,Kurt Thomas,99,2.6,8.1,1381,C,10.5,2011-12,1.6,POR,2.0,12.3
40,2.9,2.2,104,8.9,.537,6.0,11.2,1.000,0.1,0.1,.542,6.1,11.3,.462,0.8,1.8,39,17,NBA,392,Kurt Thomas,119,3.3,7.1,1381,PF,13.2,2012-13,1.4,NYK,1.1,12.1
23,3.4,3.4,97,6.9,.000,0.0,10.3,,0.0,0.0,.000,0.0,10.3,.500,3.4,6.9,3,0,NBA,15,Malcolm Thomas,62,3.4,0.0,1382,PF,3.4,2011-12,3.4,SAS,0.0,10.3
24,3.7,1.8,100,10.2,.500,4.6,9.2,,0.0,0.0,.500,4.6,9.2,.625,4.6,7.4,12,0,NBA,57,Malcolm Thomas,109,4.6,7.4,1382,PF,13.8,2012-13,1.8,TOT,2.8,14.8
24,4.8,2.4,104,12.1,.000,0.0,2.4,,0.0,0.0,.000,0.0,2.4,.750,7.3,9.7,5,0,NBA,21,Malcolm Thomas,104,0.0,2.4,1382,PF,7.3,2012-13,0.0,GSW,2.4,12.1
24,3.0,1.5,98,9.0,.556,7.5,13.4,,0.0,0.0,.556,7.5,13.4,.500,3.0,6.0,7,0,NBA,36,Malcolm Thomas,111,7.5,10.4,1382,PF,17.9,2012-13,3.0,CHI,3.0,16.4
25,1.7,2.5,107,13.2,.500,5.0,9.9,.250,0.8,3.3,.438,5.8,13.2,.000,0.0,1.7,8,0,NBA,63,Malcolm Thomas,67,4.1,4.1,1382,PF,12.4,2013-14,0.0,TOT,7.4,17.3
25,0.0,6.7,88,27.0,.250,3.4,13.5,,0.0,0.0,.250,3.4,13.5,.000,0.0,6.7,1,0,NBA,15,Malcolm Thomas,47,3.4,0.0,1382,PF,6.7,2013-14,0.0,SAS,3.4,30.3
25,2.2,1.1,113,8.8,.625,5.5,8.8,.250,1.1,4.4,.500,6.6,13.1,,0.0,0.0,7,0,NBA,48,Malcolm Thomas,73,4.4,5.5,1382,PF,14.2,2013-14,0.0,UTA,8.8,13.1
26,1.8,0.3,106,10.3,.545,4.7,8.5,.000,0.0,1.8,.450,4.7,10.3,.692,2.3,3.4,17,0,NBA,194,Malcolm Thomas,91,4.1,4.4,1382,PF,11.6,2014-15,0.8,PHI,3.4,14.5
22,3.2,0.6,105,8.2,.440,5.1,11.6,.262,0.9,3.5,.399,6.0,15.1,.660,3.9,5.9,72,29,NBA,1797,Kenny Thomas,99,4.2,4.7,1380,PF,16.8,1999-00,1.5,HOU,3.2,12.4
23,2.2,1.3,104,8.6,.485,5.3,10.9,.272,0.7,2.7,.443,6.0,13.6,.722,2.7,3.7,74,21,NBA,1820,Kenny Thomas,97,3.6,5.2,1380,PF,15.4,2000-01,1.2,HOU,3.4,12.2
24,3.0,1.4,107,7.8,.487,8.7,17.8,.000,0.0,0.4,.478,8.7,18.2,.664,4.9,7.4,72,71,NBA,2484,Kenny Thomas,104,3.5,4.3,1380,PF,22.2,2001-02,1.9,HOU,3.1,11.3
25,3.0,0.7,102,9.2,.465,7.0,15.0,,0.0,0.0,.465,7.0,15.0,.746,3.9,5.3,66,42,NBA,1978,Kenny Thomas,105,5.0,4.5,1380,PF,17.9,2002-03,1.7,TOT,3.1,14.2
25,3.6,0.6,103,8.5,.432,7.6,17.5,,0.0,0.0,.432,7.6,17.5,.733,3.0,4.2,20,14,NBA,586,Kenny Thomas,96,4.2,4.5,1380,PF,18.2,2002-03,1.5,HOU,3.7,12.6
25,2.8,0.8,101,9.5,.482,6.7,13.9,,0.0,0.0,.482,6.7,13.9,.750,4.3,5.7,46,28,NBA,1392,Kenny Thomas,109,5.3,4.5,1380,PF,17.7,2002-03,1.7,PHI,2.9,14.8
26,2.2,0.7,100,9.9,.470,7.7,16.3,.200,0.0,0.1,.469,7.7,16.4,.752,4.9,6.5,74,72,NBA,2699,Kenny Thomas,103,5.3,4.4,1380,PF,20.3,2003-04,1.7,PHI,3.5,15.2
27,3.6,0.4,106,8.3,.472,8.6,18.2,.200,0.0,0.1,.470,8.6,18.4,.762,4.1,5.3,73,58,NBA,2167,Kenny Thomas,105,4.3,5.3,1380,PF,21.3,2004-05,1.6,TOT,3.1,12.6
